X;Y;OBJECTID;id;airport_ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;description;frequency_mhz;runway_length_ft;runway_width_ft;runway_surface;runway_lighted;runway_closed
-102.401.789.913;38.315.329.045;501;6936;07LS;heliport;Louisiana State Police Troop F Heliport;80;NA;US;US-LA;Monroe;no;07LS;;07LS;;;50;50;CONC;0;0
-78.713.458.876;51.485.545.163;502;6937;07MA;heliport;West Pond Heliport;149;NA;US;US-MA;Plymouth;no;07MA;;07MA;;;120;60;TURF;0;0
-85.773.785.811;48.091.835.955;503;6938;07MD;small_airport;Baugher's Orchard Airport;700;NA;US;US-MD;Westminster;no;07MD;;07MD;;;1000;70;TURF;0;0
-78.301.242.475;54.250.324.695;504;6939;07ME;heliport;Westbrook Heliport;250;NA;US;US-ME;Westbrook;no;07ME;;07ME;;;900;200;TURF;0;0
-94.648.175.753;54.444.509.061;505;6940;07MI;small_airport;Scott Airstrip;1065;NA;US;US-MI;Lake;no;07MI;;07MI;;;2904;100;TURF;0;0
-106.765.967.158;5.473.957.556;506;6941;07MN;small_airport;Dairyview Airport;1680;NA;US;US-MN;Hadley;no;07MN;;07MN;;;2600;50;TURF;0;0
-104.222.269.904;4.672.451.908;507;6942;07MO;small_airport;Lake Sexton Airport;880;NA;US;US-MO;Warrensburg;no;07MO;;07MO;;;2700;40;TURF-GRVL-F;0;0
-85.720.348.258;48.683.839.101;508;6944;07N;small_airport;Bermudian Valley Airpark;470;NA;US;US-PA;Washington Township;no;K07N;;07N;;;2200;100;TURF-F;0;0
-89.891.822.217;41.412.365.332;509;6945;07NC;small_airport;Hawks Meadow Airport;625;NA;US;US-NC;Waxhaw;no;07NC;;07NC;;;2000;50;TURF;0;0
-80.221.170.766;53.387.379.833;510;6946;07NH;seaplane_base;Diving Rock Seaplane Base;1404;NA;US;US-NH;Washington;no;07NH;;07NH;;;2500;200;WATER;0;0
-82.370.704.705;49.819.549.181;511;6947;07NJ;heliport;Hackensack UMC Palisades Heliport;10;NA;US;US-NJ;North Bergen;no;07NJ;;07NJ;;;45;45;ASPH;0;0
-83.228.016.613;52.613.317.286;512;6948;07NY;heliport;Mmc Heliport;1320;NA;US;US-NY;Monticello;no;07NY;;07NY;;;50;50;ASPH;1;0
-90.929.659.602;48.568.350.652;513;6949;07OH;closed;Tennessee Gas Heliport;1025;NA;US;US-OH;Claysville;no;;;;;;30;30;CONC;0;0
-110.243.809.481;41.141.725.936;514;6950;07OK;small_airport;Pleasant Valley Airport;1322;NA;US;US-OK;Snyder;no;07OK;;07OK;;;2400;80;TURF;0;0
-136.499.962.669;56.881.712.955;515;6951;07OR;small_airport;Bruce's Airport;250;NA;US;US-OR;Milwaukie;no;07OR;;07OR;;;1200;100;TURF;0;0
-8.696.866.165;5.012.177.793;516;45747;07PN;small_airport;Folmar Airport;1690;NA;US;US-PA;Grassflat;no;07PN;;07PN;;;1600;100;TURF;0;0
-74.613.372.593;20.949.126.423;517;349103;07PR;heliport;Advanced Public Health of Isabela Heliport;289;NA;PR;PR-U-A;Isabela;no;07PR;;07PR;;;45;45;CON;1;0
-106.137.187.784;34.062.944.761;518;6953;07TA;small_airport;Salaika Aviation Airport;30;NA;US;US-TX;Danbury;no;07TA;;07TA;;;2200;125;TURF;1;1
-93.776.759.659;42.414.225.709;519;6955;07TN;small_airport;Corntassel Airport;970;NA;US;US-TN;Vonore;no;07TN;;07TN;;;1800;75;TURF;0;0
-10.861.601.347;35.841.927.072;520;6956;07TS;small_airport;Cross-Country Estates Airport;690;NA;US;US-TX;Hutto;no;07TS;;07TS;;;2500;75;TURF;1;0
-107.365.420.306;3.919.752.179;521;6957;07TX;heliport;Pecks Heliport;660;NA;US;US-TX;Princeton;no;07TX;;07TX;;;400;50;TURF;0;0
-87.700.941.647;44.139.909.776;522;6958;07VA;small_airport;Alpha Hotel Airport;350;NA;US;US-VA;Clover;no;07VA;;07VA;;;1600;50;TURF;0;0
-81.168.276.504;55.349.103.721;523;6959;07VT;small_airport;Meadow STOLport;801;NA;US;US-VT;Jericho;no;07VT;;07VT;;;526;20;TURF;0;0
-130.716.329.863;60.490.940.884;524;6960;07WA;heliport;Multicare Deaconess Hospital Heliport;2110;NA;US;US-WA;Spokane;no;07WA;;07WA;;;53;53;CONC;0;0
-98.396.969.931;53.066.919.479;525;6961;07WI;closed;Bartell Strip;990;NA;US;US-WI;Genessee Depot;no;;;;;;1500;50;TURF;0;0
-118.116.575.411;56.152.397.163;526;346208;07WY;small_airport;Stallions Airport;4074;NA;US;US-WY;Sheridan;no;07WY;;07WY;;;2200;50;Turf;0;0
-108.218.571.718;34.915.354.021;527;341553;07XA;heliport;Luecke Heliport;451;NA;US;US-TX;Smithville;no;07XA;;07XA;;;37;37;CON;0;0
-108.415.945.344;38.346.948.952;528;6962;07XS;heliport;Allen Ponderosa Heliport;840;NA;US;US-TX;Crowley;no;07XS;;07XS;;;30;30;CONC;0;0
-104.191.593.525;5.934.813.816;529;6963;07Y;small_airport;Hill City-Quadna Mountain Airport;1289;NA;US;US-MN;Hill City;no;07Y;;07Y;;;2850;150;TURF-G;0;0
-166.673.950.279;87.576.006.897;530;45248;08AK;small_airport;Fisher Airport;200;NA;US;US-AK;Big Lake;no;08AK;;08AK;;;1200;80;GRVL;0;0
-97.688.060.697;35.349.160.172;531;332752;08AL;seaplane_base;Little Lagoon Seaplane Base;8;NA;US;US-AL;Gulf Shores;no;08AL;;08AL;;;4000;200;Water;0;0
-100.399.284.744;41.832.014.221;532;6964;08AR;closed;Crittenden Regional Hospital Heliport;206;NA;US;US-AR;West Memphis;no;;;;;;50;50;CONC;0;0
-124.498.421.631;39.508.746.697;533;6965;08AZ;heliport;Mesa Police Heliport;1240;NA;US;US-AZ;Mesa;no;08AZ;;08AZ;;;42;42;CONC;0;0
-77.797.964.095;54.654.421.833;534;6966;08B;small_airport;Merrymeeting Field;65;NA;US;US-ME;Bowdoinham;no;08B;;08B;;;1935;100;TURF-G;1;0
-134.502.983.681;46.781.067.233;535;6967;08CA;heliport;PG&E Placerville Service Center Heliport;1810;NA;US;US-CA;Placerville;no;08CA;;08CA;;;60;60;ASPH;0;0
-134.200.099.882;4.559.610.953;536;6968;08CL;small_airport;Kistler Ranch Airport;1025;NA;US;US-CA;Jamestown;no;08CL;;08CL;;;2000;50;DIRT;0;0
-132.811.033.174;43.243.184.644;537;45316;08CN;heliport;Tulare Motor Sports #1 Heliport;270;NA;US;US-CA;Tulare;no;08CN;;08CN;;;50;50;CONC;1;0
-115.817.911.824;46.834.263.433;538;6969;08CO;small_airport;Terra Firma Airport;5600;NA;US;US-CO;Rush;no;08CO;;08CO;;;2600;75;TURF;0;0
-81.366.868.396;51.454.134.429;539;6970;08CT;seaplane_base;Seavair's Landing Seaplane Base;881;NA;US;US-CT;Winsted;no;08CT;;08CT;;;4700;1400;WATER;0;0
-107.126.197.886;41.004.351.776;540;6971;08F;small_airport;City of Coalgate Airport;615;NA;US;US-OK;Coalgate;no;08F;;08F;;;2584;80;TURF-F;0;0
-90.707.243.941;30.710.706.445;541;6972;08FA;small_airport;Duda Airstrip;35;NA;US;US-FL;La Belle;no;08FA;;08FA;;;3390;75;TURF;0;0
-89.915.865.909;31.689.100.066;542;6973;08FD;small_airport;Sunniland Ranch Airport;65;NA;US;US-FL;Okeechobee;no;08FD;;08FD;;;4138;104;TURF;0;0
-90.534.691.597;31.340.327.997;543;6974;08FL;small_airport;J. H. Hendrie Farms Airport;103;NA;US;US-FL;Lake Placid;no;08FL;;08FL;;;2500;100;TURF;0;0
-9.075.454.997;48.820.712.045;544;6975;08G;heliport;Salt Fork Lodge Heliport;960;NA;US;US-OH;Cambridge;no;08G;;08G;;;60;56;ASPH-G;0;0
-90.487.045.849;36.881.717.649;545;6976;08GA;small_airport;Sapelo Island Airport;12;NA;US;US-GA;Darien;no;08GA;;08GA;;;5000;150;TURF;1;0
-129.995.562.239;53.990.307.463;546;6977;08ID;small_airport;Symms Airport;2680;NA;US;US-ID;Marsing;no;08ID;;08ID;;;2500;60;GRAVEL;0;0
-95.096.217.898;51.079.622.741;547;6978;08II;heliport;Parkview Lagrange Hospital Heliport;943;NA;US;US-IN;Lagrange;no;08II;;08II;;;30;30;CONC;0;0
-9.995.822.245;50.978.251.983;548;6979;08IL;closed;Harms Airstrip;643;NA;US;US-IL;Tampico;no;;;;;;2200;75;TURF;0;0
-95.546.137.884;50.452.982.534;549;45416;08IN;seaplane_base;Winona Lake Seaplane Base;812;NA;US;US-IN;Winona Lake;no;02D;;02D;;;5000;1600;WATER;0;0
-99.300.218.225;45.762.899.547;550;6980;08IS;small_airport;Hemmer RLA Restricted Landing Area;400;NA;US;US-IL;Du Quoin;no;08IS;;08IS;;;1320;70;TURF;0;0
-108.625.561.154;47.266.430.524;551;6981;08KS;small_airport;Alderson Airport;1250;NA;US;US-KS;Bennington;no;08KS;;08KS;;;2700;99;GRAVEL;1;0
-97.902.145.889;45.270.653.491;552;334339;08KT;heliport;Methodist Health Heliport;435;NA;US;US-KY;Morganfield;no;08KT;;08KT;;;40;40;CON;0;0
-94.205.342.076;44.352.881.333;553;6982;08KY;small_airport;Boss Airport;820;NA;US;US-KY;Burnside;no;08KY;;08KY;;;2500;60;TURF-G;0;0
-100.390.813.251;34.975.097.475;554;6983;08LA;heliport;Air Oil Inc Nr 2 Heliport;4;NA;US;US-LA;Harahan;no;08LA;;08LA;;;30;15;TURF;0;0
-98.505.723.259;50.234.544.994;555;6984;08LL;small_airport;Sauer Airport;665;NA;US;US-IL;Dwight;no;08LL;;08LL;;;2190;100;TURF-G;0;0
-10.245.116.122;35.561.404.201;556;6985;08LS;small_airport;Aeleron Airport;51;NA;US;US-LA;Sunset;no;08LS;;08LS;;;2000;60;TURF;0;0
-79.589.206.402;52.051.212.707;557;6986;08MA;small_airport;Wormid Airport;360;NA;US;US-MA;Southborough;no;08MA;;08MA;;;1000;18;ASPH;0;0
-85.282.769.151;47.774.618.162;558;6987;08MD;heliport;UM Saint Joseph Medical Center Heliport;470;NA;US;US-MD;Towson;no;08MD;;08MD;;;45;45;MATS;1;0
-78.308.028.384;55.923.185.651;559;6988;08ME;small_airport;Lindbergh Airport;554;NA;US;US-ME;Avon;no;08ME;;08ME;;;2300;90;TURF-F;0;0
-94.105.095.944;52.716.430.171;560;6989;08MI;heliport;Sparrow Hospital Heliport;1019;NA;US;US-MI;Lansing;no;08MI;;08MI;;;60;60;ROOF-TOP;1;0
-10.358.768.155;60.520.298.289;561;6990;08MN;seaplane_base;Christenson Point Seaplane Base;1372;NA;US;US-MN;Chisholm/Hibbing;no;08MN;;08MN;;;11088;6000;WATER;0;0
-104.956.243.834;44.943.925.747;562;6991;08MO;small_airport;Twin Oaks Airport;955;NA;US;US-MO;Jasper;no;08MO;;08MO;;;2640;50;TURF;0;0
-100.040.935.492;41.180.698.293;563;6992;08MS;small_airport;Williams Field;345;NA;US;US-MS;Coldwater;no;08MS;;08MS;;;3725;50;ASPH-TURF;1;0
-121.126.319.371;59.528.011.539;564;6993;08MT;small_airport;Matovich Airport;3450;NA;US;US-MT;Grass Range;no;08MT;;08MT;;;2600;80;DIRT;0;0
-84.968.827.467;49.084.371.199;565;6994;08N;small_airport;Keller Brothers Airport;550;NA;US;US-PA;Lebanon;no;08N;;08N;;;2635;120;TURF-G;1;0
-89.573.895.137;43.099.270.534;566;6995;08NC;small_airport;Whiteheart Farm Airport;750;NA;US;US-NC;Lewisville;no;08NC;;08NC;;;3200;50;TURF;0;0
-113.654.973.235;59.949.727.755;567;6996;08ND;small_airport;Brecht Strip;1990;NA;US;US-ND;Golden Valley;no;08ND;;08ND;;;1300;75;TURF;0;0
-108.068.403.162;52.258.672.296;568;6997;08NE;small_airport;Laurel Municipal Airport;1467;NA;US;US-NE;Laurel;no;08NE;;08NE;;;3000;100;TURF-G;1;0
-7.918.801.392;54.749.331.527;569;6998;08NH;heliport;Memorial Hospital Heliport;574;NA;US;US-NH;North Conway;no;08NH;;08NH;;;80;80;CONC;1;0
-8.271.483.539;49.773.880.205;570;6999;08NJ;heliport;St Barnabas Medical Center Heliport;429;NA;US;US-NJ;Livingston;no;08NJ;;08NJ;;;90;90;ASPH;0;0
-91.756.203.481;41.934.835.354;571;345570;08NR;small_airport;Bell Mountain Airport;2150;NA;US;US-NC;Zirconia;no;08NR;;08NR;;;1400;40;Turf;0;0
-82.939.254.506;5.066.788.768;572;7000;08NY;small_airport;Md1 Airport;650;NA;US;US-NY;Middletown;no;08NY;;08NY;;;550;60;TURF;0;0
-89.683.098.172;50.554.627.955;573;7001;08OH;small_airport;Kenley Airport;1230;NA;US;US-OH;Hartford;no;08OH;;08OH;;;3000;50;TURF;0;0
-106.041.055.368;41.545.760.892;574;7002;08OK;small_airport;Parks Airport;635;NA;US;US-OK;Wilburton;no;08OK;;08OK;;;1800;50;TURF;1;0
-109.767.114.891;42.194.777.592;575;327859;08OL;small_airport;Broken B Airport;1518;NA;US;US-OK;Hydro;no;08OL;;08OL;;;1029;40;Turf;0;0
-134.826.824.063;52.875.433.021;576;7003;08OR;small_airport;Saxon Sycan Airport;4990;NA;US;US-OR;Silver Lake;no;08OR;;08OR;;;2800;20;GRVL;0;0
-84.059.617.302;50.205.103.884;577;7004;08PA;heliport;Pocono Raceway Heliport;1812;NA;US;US-PA;Long Pond;no;08PA;;08PA;;;200;150;TURF;0;0
-84.915.397.984;48.726.143.587;578;7005;08PN;heliport;Thomson Heliport;310;NA;US;US-PA;Lancaster;no;08PN;;08PN;;;50;50;ASPH;0;0
-79.727.684.997;50.848.128.327;579;7006;08R;small_airport;Richmond Airport;130;NA;US;US-RI;West Kingston;no;;;08R;;;2129;30;ASPH-P;1;0
-109.477.322.426;53.617.129.635;580;345365;08SD;heliport;Douglas County Memorial Hospital Heliport;1523;NA;US;US-SD;Armour;no;08SD;;08SD;;;42;42;CON;0;0
-109.380.770.579;35.007.762.372;581;7007;08TA;heliport;Rancho Del Lago Heliport;1208;NA;US;US-TX;Fischer;no;08TA;;08TA;;;200;100;TURF;0;0
-110.231.039.982;35.433.056.688;582;343404;08TT;small_airport;LZ Tango Charlie Airport;2054;NA;US;US-TX;Fredericksburg;no;08TT;;08TT;;;2015;75;CON;0;0
-108.808.460.379;38.764.563.934;583;7010;08TX;small_airport;Cross Wind Airport;1040;NA;US;US-TX;Weatherford;no;08TX;;08TX;;;2100;30;TURF;1;0
-128.974.763.146;50.887.076.181;584;7011;08U;small_airport;Stevens-Crosby Airport;6397;NA;US;US-NV;Elko;no;K08U;;08U;;;3600;50;DIRT-F;0;0
-8.877.707.309;45.166.112.732;585;7012;08VA;small_airport;Springwood Airstrip;1000;NA;US;US-VA;Buchanan;no;08VA;;08VA;;;1800;50;TURF;0;0
-136.419.806.238;60.363.233.139;586;7013;08WA;closed;Manchester Laboratory Heliport;2;NA;US;US-WA;Manchester;no;;;;;;100;100;CONC;0;0
-106.619.021.218;33.894.120.639;587;7015;08XS;small_airport;Peterson Airport;45;NA;US;US-TX;Old Ocean;no;08XS;;08XS;;;2350;100;TURF;0;0
-167.818.306.852;90.928.711.819;588;329058;09AA;heliport;Sheldon Chalet Heliport;5742;NA;US;US-AK;Talkeetna;no;09AA;;09AA;;;22;24;Deck;0;0
-166.809.288.063;87.624.230.569;589;45270;09AK;small_airport;West Beaver Airport;228;NA;US;US-AK;Big Lake;no;09AK;;09AK;;;1300;60;TURF;0;0
-103.794.180.429;39.316.232.241;590;7016;09AR;heliport;Magnolia Hospital Heliport;310;NA;US;US-AR;Magnolia;no;09AR;;09AR;;;135;100;ASPH;0;0
-122.495.975.461;3.753.449.797;591;7017;09AZ;small_airport;Stronghold Airport;4970;NA;US;US-AZ;St David;no;09AZ;;09AZ;;;2350;80;DIRT;0;0
-134.844.127.826;43.289.367.537;592;7018;09CA;heliport;Mee Memorial Hospital Heliport;320;NA;US;US-CA;King City;no;09CA;;09CA;;;65;65;ASPH;1;0
-132.819.260.798;43.257.699.583;593;45317;09CN;heliport;Tulare Motor Sports #2 Heliport;272;NA;US;US-CA;Tulare;no;09CN;;09CN;;;50;50;CONC;1;0
-115.383.508.254;4.587.237.262;594;7020;09CO;small_airport;Cottonwood Field;4180;NA;US;US-CO;Rocky Ford;no;09CO;;09CO;;;3250;65;TURF;0;0
-91.379.167.886;33.338.507.437;595;7022;09FD;small_airport;Cheryl-Lane Landings Airport;71;NA;US;US-FL;Bushnell;no;09FD;;09FD;;;2649;100;TURF;0;0
-91.249.409.254;31.297.143.537;596;7023;09FL;closed;Sunnybreeze Airport;60;NA;US;US-FL;Arcadia;no;;;;;;3000;150;TURF;0;0
-9.314.171.926;36.484.726.367;597;7024;09GA;small_airport;Sunbelt Strip;230;NA;US;US-GA;Moultrie;no;09GA;;09GA;;;2400;70;TURF;0;0
-103.939.894.884;62.082.367.917;598;7025;09I;seaplane_base;International Falls Seaplane Base;1110;NA;US;US-MN;International Falls;no;09I;;09I;;;5000;1000;WATER;0;0
-102.872.063.555;51.229.236.838;599;7026;09IA;small_airport;Skydive Iowa Airport;820;NA;US;US-IA;Brooklyn;no;09IA;;09IA;;;2700;80;ASPH-TURF;0;0
-127.856.004.888;56.378.934.158;600;7027;09ID;small_airport;Taylor Ranch Landing Area Airport;3835;NA;US;US-ID;Moscow;no;09ID;;09ID;;;2300;100;TURF;0;0
-96.230.133.477;46.428.084.345;601;7028;09II;small_airport;Gibbons Field;880;NA;US;US-IN;Valeene;no;09II;;09II;;;1600;100;TURF;0;0
-98.019.348.615;50.917.531.383;602;7029;09IL;closed;Silver Cross Hospital Heliport;610;NA;US;US-IL;Joliet;no;;;;;;40;40;CONC;0;0
-95.094.678.408;50.301.906.565;603;7030;09IN;small_airport;Gordon Airport;850;NA;US;US-IN;Columbia City;no;09IN;;09IN;;;2200;70;TURF;1;0
-99.157.060.163;52.007.580.956;604;7031;09IS;heliport;Swedish American Heliport;874;NA;US;US-IL;Rockford;no;09IS;;09IS;;;39;31;CONC;0;0
-105.907.468.922;4679788.42;605;7032;09KS;small_airport;Coffman Airport;970;NA;US;US-KS;Wellsville;no;09KS;;09KS;;;2500;60;TURF;0;0
-95.333.340.288;46.132.435.068;606;7033;09KY;heliport;Baptist Hospital East Heliport;531;NA;US;US-KY;Louisville;no;09KY;;09KY;;;50;50;CONC;0;0
-10.041.759.346;33.918.166.726;607;7034;09LA;heliport;Era Helicopters Fourchon Helibase Heliport;2;NA;US;US-LA;Golden Meadow;no;09LA;;09LA;;;50;50;CONC;0;0
-98.788.480.813;52.313.587.446;608;7035;09LL;small_airport;Pine Hill Airport;1000;NA;US;US-IL;Capron;no;09LL;;09LL;;;2300;80;TURF;0;0
-10.172.886.891;36.099.650.705;609;7036;09LS;heliport;West Feliciana Sheriff's Office Heliport;181;NA;US;US-LA;St Francisville;no;09LS;;09LS;;;40;40;CONC;1;0
-79.600.001.009;52.066.714.218;610;7037;09MA;small_airport;Kallander Field;403;NA;US;US-MA;Southborough;no;09MA;;09MA;;;1700;50;TURF;0;0
-78.875.089.218;53.639.899.759;611;7038;09ME;small_airport;Perrotti Skyranch Airfield;260;NA;US;US-ME;Berwick;no;09ME;;09ME;;;2000;100;TURF;0;0
-94.132.650.462;52.676.466.097;612;7039;09MI;heliport;Michigan National Guard Headquarters Heliport;842;NA;US;US-MI;Lansing;no;09MI;;09MI;;;40;40;CONC;0;0
-103.931.546.262;44.919.827.816;613;7041;09MO;small_airport;Hogue Farm Airport;1210;NA;US;US-MO;Willard;no;09MO;;09MO;;;1320;50;TURF;0;0
-82.238.386.407;51.359.365.721;614;7042;09N;small_airport;Airhaven Airport;450;NA;US;US-NY;Staatsburg;no;09N;;09N;;;1863;75;TURF-F;0;0
-87.975.792.215;42.087.222.247;615;7043;09NC;small_airport;William Irving Lewis Airport;310;NA;US;US-NC;Broadway;no;09NC;;09NC;;;2400;80;TURF;0;0
-10.708.222.961;50.616.285.667;616;7044;09NE;small_airport;Summer Hill Farm Airport;1250;NA;US;US-NE;Bennington;no;09NE;;09NE;;;2500;50;TURF;0;0
-83.140.632.102;49.613.961.631;617;7045;09NJ;heliport;Stonebridge Farm Helistop;100;NA;US;US-NJ;Somerville;no;09NJ;;09NJ;;;100;100;TURF;0;0
-8.866.632.062;42.525.848.825;618;324843;09NR;small_airport;Dakota Air Ranch Airport;561;NA;US;US-NC;Ramseur;no;09NR;;09NR;;;1800;35;Turf;0;0
-82.430.854.845;5.150.335.202;619;7046;09NY;heliport;Spring Lake Fire Department Heliport;254;NA;US;US-NY;Kingston;no;09NY;;09NY;;;100;100;ASPH;0;0
-106.715.204.479;4.349.510.279;620;7047;09OK;small_airport;Ragtime Aerodrome;700;NA;US;US-OK;Collinsville;no;09OK;;09OK;;;2500;50;TURF;0;0
-134.878.955.242;57.144.482.791;621;7048;09OR;heliport;Mid-Columbia Medical Center Heliport;487;NA;US;US-OR;The Dalles;no;09OR;;09OR;;;50;50;TURF;0;0
-86.815.953.734;49.868.575.451;622;7049;09PA;small_airport;Eagle Field;1780;NA;US;US-PA;Port Matilda;no;09PA;;09PA;;;2300;200;TURF;0;0
-130.559.947.777;62.479.085.153;623;7051;09S;small_airport;Sullivan Lake State Airport;2614;NA;US;US-WA;Metaline Falls;no;09S;;09S;;;1765;150;TURF-P;0;0
-108.533.166.165;3.932.808.295;624;14580;09TA;small_airport;Lazy G Bar Ranch Airport;923;NA;US;US-TX;Decatur;no;;;09T;;;2400;40;TURF-P;0;0
-108.941.443.756;37.978.730.546;625;7052;09TE;small_airport;Running M Ranch Airport;787;NA;US;US-TX;Glen Rose;no;09TE;;09TE;;;2815;45;TURF-F;0;0
-93.446.033.623;42.926.023.419;626;7053;09TN;heliport;Univ of Tennessee Medical Center Heliport;924;NA;US;US-TN;Knoxville;no;09TN;;09TN;;;80;80;CONC;0;0
-113.571.840.314;35.987.215.584;627;7055;09TX;small_airport;Smokey Mountain Ranch Airport;2522;NA;US;US-TX;Sheffield;no;09TX;;09TX;;;2340;120;TURF;0;0
-89.605.395.686;44.358.319.005;628;7056;09VA;small_airport;Alum Ridge STOLport;2375;NA;US;US-VA;Floyd;no;09VA;;09VA;;;1100;50;TURF;0;0
-87.925.700.482;45.922.609.356;629;7057;09VG;heliport;Augusta Medical Center Heliport;1390;NA;US;US-VA;Fishersville;no;09VG;;09VG;;;96;60;CONC;1;0
-85.725.322.013;4.702.868.805;630;7058;09W;heliport;South Capitol Street Heliport;10;NA;US;US-DC;Washington;no;;;09W;;;60;60;ASPH-G;0;0
-130.696.871.974;60.588.101.728;631;7059;09WA;heliport;Holy Family Hospital Heliport;2081;NA;US;US-WA;Spokane;no;09WA;;09WA;;;60;60;CONC;0;0
-101.643.157.523;54.659.994.747;632;7060;09WI;small_airport;Parkway Farm Strip;705;NA;US;US-WI;Holmen;no;09WI;;09WI;;;2500;100;TURF;0;0
-109.641.018.582;34.308.735.877;633;7061;09XS;heliport;Baptist Medical Center Heliport;710;NA;US;US-TX;San Antonio;no;09XS;;09XS;;;90;90;CONC;0;0
-10.354.438.422;55.926.950.974;634;7062;09Y;seaplane_base;Wipline Seaplane Base;687;NA;US;US-MN;Inver Grove Hgts;no;09Y;;09Y;;;8000;500;WATER;0;0
-16.835.431.354;85.099.957.579;635;325323;0AA7;small_airport;Kalifornsky Meadows Airport;65;NA;US;US-AK;Kenai;no;0AA7;;0AA7;;;2539;100;Turf;0;0
-181.339.443.823;8.843.652.231;636;7063;0AK;small_airport;Pilot Station Airport;305;NA;US;US-AK;Pilot Station;yes;;PQS;0AK;;;2541;55;GRVL-F;1;0
-163.485.833.533;94.500.498.531;637;7064;0AK0;small_airport;Scotts Airport;800;NA;US;US-AK;Salcha;no;0AK0;;0AK0;;;1050;70;TURF-G;0;0
-166.223.257.736;87.688.846.469;638;7065;0AK1;small_airport;Anderson Lake Airport;463;NA;US;US-AK;Wasilla;no;0AK1;;0AK1;;;3000;2000;WATER;0;0
-16773466.25;87.943.587.015;639;45273;0AK2;small_airport;Yentna Bend Strip;81;NA;US;US-AK;Willow;no;0AK2;;0AK2;;;1000;150;TURF-DIRT;0;0
-167.529.158.144;88.676.603.334;640;7066;0AK3;small_airport;Parker Lake Airport;250;NA;US;US-AK;Montana Creek;no;0AK3;;0AK3;;;900;100;TURF;0;0
-158.888.348.582;87.078.777.332;641;7067;0AK5;small_airport;Young Creek Airport;1580;NA;US;US-AK;May Creek;no;0AK5;;0AK5;;;1550;120;TURF;0;0
-164.691.794.313;88.121.287.994;642;7068;0AK6;small_airport;Victory Airport;1800;NA;US;US-AK;Victory Bible Camp;no;0AK6;;0AK6;;;1700;60;DIRT;0;0
-168.051.560.147;83.500.358.309;643;7069;0AK7;small_airport;Bradley Lake Hydroelectric Project Airstrip;18;NA;US;US-AK;Homer;no;0AK7;;0AK7;;;2400;75;GRVL;1;0
-164.193.467.046;95.809.873.278;644;7070;0AK8;closed;Pollux Heliport;515;NA;US;US-AK;North Pole;no;;;;;;150;150;GVL;0;0
-167.044.921.076;87.025.961.555;645;7071;0AK9;small_airport;Falcon Lake Strip;110;NA;US;US-AK;Point Mackenzie;no;0AK9;;0AK9;;;2000;30;GRVL;0;0
-96.390.320.009;41.216.161.994;646;7072;0AL0;heliport;Huntsville Field;619;NA;US;US-AL;Huntsville;no;0AL0;;0AL0;;;90;90;ASPH;0;0
-97.579.213.054;35.607.375.101;647;7073;0AL1;small_airport;Resort Airport;97;NA;US;US-AL;Foley;no;0AL1;;0AL1;;;2640;70;TURF;0;0
-95.549.189.963;39.318.629.629;648;7074;0AL2;heliport;Clay County Hospital Heliport;1040;NA;US;US-AL;Ashland;no;0AL2;;0AL2;;;24;21;CONC;0;0
-96.781.499.241;36.887.978.209;649;7075;0AL3;heliport;Hospital Pad Heliport;295;NA;US;US-AL;Evergreen;no;0AL3;;0AL3;;;24;24;CONC;0;0
-95.462.912.093;40.883.264.002;650;7076;0AL4;heliport;Dekalb Regional Medical Center Heliport;870;NA;US;US-AL;Fort Payne;no;0AL4;;0AL4;;;30;30;CONC;0;0
-9.712.937.265;36.369.316.146;651;7077;0AL5;small_airport;Flomaton Airport;247;NA;US;US-AL;Flomaton;no;0AL5;;0AL5;;;2200;100;TURF;0;0
-96.929.557.765;36.492.794.185;652;7078;0AL6;heliport;D.W. Mcmillian Memorial Hospital Heliport;155;NA;US;US-AL;Brewton;no;0AL6;;0AL6;;;49;49;ASPH;0;0
-95.696.135.904;40.299.166.727;653;7079;0AL7;heliport;Gadsden Regl Medical Center Heliport;621;NA;US;US-AL;Gadsden;no;0AL7;;0AL7;;;30;30;CONC;0;0
-96.595.375.077;39.570.422.592;654;7080;0AL8;heliport;Brookwood Medical Center Heliport;763;NA;US;US-AL;Birmingham;no;0AL8;;0AL8;;;55;55;ASPH;0;0
-9.755.205.243;41.435.151.739;655;7081;0AL9;small_airport;Wilson Creek Airport;590;NA;US;US-AL;Florence;no;0AL9;;0AL9;;;2200;50;TURF;0;0
-104.793.109.573;43.256.255.587;656;7082;0AR0;heliport;Northwest Medical Center Springdale Heliport;1352;NA;US;US-AR;Springdale;no;0AR0;;0AR0;;;60;60;ASPH;1;0
-100.525.496.556;41.895.312.247;657;7084;0AR2;small_airport;Mission Field-Marotti Memorial Airport;217;NA;US;US-AR;Crawfordsville;no;0AR2;;0AR2;;;2800;60;TURF-GRVL;0;0
-103.817.671.422;42.867.325.377;658;7085;0AR3;closed;Taylor's Air Strip;2160;NA;US;US-AR;Deer;no;;;;;;2000;50;TURF;0;0
-105.152.446.663;43.570.861.797;659;7086;0AR4;heliport;Ozarks Community Hospital Heliport;1251;NA;US;US-AR;Gravette;no;0AR4;;0AR4;;;11;11;ASPH;0;0
